Wall time,Step,Value
1726537144.845655,100,0.03199940174818039
1726537170.043219,200,0.03733279928565025
1726537195.020088,300,0.042666200548410416
1726537220.435538,400,0.04799959808588028
1726537245.85967,500,0.05333299934864044
1726537270.922917,600,0.058666400611400604
1726537295.295864,700,0.06399980187416077
1726537320.079257,800,0.06933319568634033
1726537344.340301,900,0.07466660439968109
1726537369.431743,1000,0.07999999821186066
1726537394.072722,1100,0.079999178647995
1726537419.142667,1200,0.07999670505523682
1726537444.06672,1300,0.07999259978532791
1726537468.986921,1400,0.07998684793710709
1726537493.790239,1500,0.07997944951057434
1726537519.168255,1600,0.07997040450572968
1726537543.651946,1700,0.07995972037315369
1726537568.35305,1800,0.07994739711284637
1726537593.095343,1900,0.07993341982364655
1726537617.710463,2000,0.07991781085729599
1726537642.545009,2100,0.07990056276321411
1726537667.208677,2200,0.07988166809082031
1726537691.915679,2300,0.07986114174127579
1726537716.718564,2400,0.07983896881341934
1726537741.402874,2500,0.07981516420841217
1726537766.116867,2600,0.07978972047567368
1726537790.679392,2700,0.07976263761520386
1726537815.105746,2800,0.07973392307758331
1726537839.454858,2900,0.07970357686281204
1726537863.774176,3000,0.07967159897089005
1726537888.425755,3100,0.07963798940181732
1726537912.770552,3200,0.07960274815559387
1726537936.82306,3300,0.07956588268280029
1726537961.427329,3400,0.07952738553285599
1726537985.574963,3500,0.07948727160692215
1726538010.170812,3600,0.07944552600383759
1726538034.594171,3700,0.07940216362476349
1726538058.939681,3800,0.07935718446969986
1726538083.392166,3900,0.0793105810880661
1726538108.22129,4000,0.07926236093044281
1726538132.767084,4100,0.07921253144741058
1726538157.025528,4200,0.07916109263896942
1726538181.243858,4300,0.07910803705453873
1726538205.370619,4400,0.0790533795952797
1726538229.703736,4500,0.07899711281061172
1726538253.881228,4600,0.07893924415111542
1726538278.029039,4700,0.07887978106737137
1726538302.456891,4800,0.07881870865821838
1726538326.240832,4900,0.07875604927539825
1726538351.298768,5000,0.07869179546833038
1726538375.910544,5100,0.07862594723701477
1726538400.767914,5200,0.07855851203203201
1726538425.465906,5300,0.07848948985338211
1726538450.048437,5400,0.07841889560222626
1726538474.956443,5500,0.07834671437740326
1726538499.022226,5600,0.07827295362949371
1726538523.433142,5700,0.07819762825965881
1726538548.071553,5800,0.07812072336673737
1726538572.630354,5900,0.07804225385189056
1726538597.500268,6000,0.077962227165699
1726538622.340302,6100,0.07788063585758209
1726538647.170722,6200,0.07779748737812042
1726538671.62658,6300,0.07771278917789459
1726538696.015153,6400,0.077626533806324
1726538719.774397,6500,0.07753873616456985
1726538744.277058,6600,0.07744939625263214
1726538769.71603,6700,0.07735851407051086
1726538794.032696,6800,0.07726609706878662
1726538818.114218,6900,0.07717214524745941
1726538842.628607,7000,0.07707667350769043
1726538867.311521,7100,0.07697966694831848
1726538891.774237,7200,0.07688114792108536
1726538916.072003,7300,0.07678110897541046
1726538940.626017,7400,0.07667956501245499
1726538964.773747,7500,0.07657650113105774
1726538989.130463,7600,0.07647193968296051
1726539013.390989,7700,0.0763658806681633
1726539038.16372,7800,0.0762583315372467
1726539062.776744,7900,0.07614927738904953
1726539086.371114,8000,0.07603874802589417
1726539111.103751,8100,0.07592674344778061
1726539135.747266,8200,0.07581325620412827
1726539160.097901,8300,0.07569828629493713
1726539183.290282,8400,0.0755818635225296
1726539207.551685,8500,0.07546397298574448
1726539230.326414,8600,0.07534461468458176
1726539253.92442,8700,0.07522381842136383
1726539279.423783,8800,0.0751015692949295
1726539304.404887,8900,0.07497787475585938
1726539328.831612,9000,0.07485274970531464
1726539353.17662,9100,0.07472618669271469
1726539377.745232,9200,0.07459819316864014
1726539402.187424,9300,0.07446878403425217
1726539426.150962,9400,0.07433794438838959
1726539450.692087,9500,0.07420570403337479
1726539474.991662,9600,0.07407206296920776
1726539499.522937,9700,0.07393701374530792
1726539523.821651,9800,0.07380057126283646
1726539547.299484,9900,0.07366273552179337
1726539572.479116,10000,0.07352352142333984
1726539596.562124,10100,0.07338292896747589
1726539620.171446,10200,0.0732409656047821
1726539644.546384,10300,0.07309763133525848
1726539668.791373,10400,0.07295293360948563
1726539692.472231,10500,0.07280688732862473
1726539717.931668,10600,0.07265949249267578
1726539742.283742,10700,0.07251075655221939
1726539766.474491,10800,0.07236067950725555
1726539790.440745,10900,0.07220926880836487
1726539815.354439,11000,0.07205654680728912
1726539844.208229,11100,0.07190249115228653
1726539868.422672,11200,0.07174713909626007
1726539892.275678,11300,0.07159047573804855
1726539915.441503,11400,0.07143251597881317
1726539938.864683,11500,0.07127325981855392
1726539962.209515,11600,0.07111271470785141
1726539986.885828,11700,0.07095089554786682
1726540010.5603,11800,0.07078780978918076
1726540034.193475,11900,0.07062344998121262
1726540058.010203,12000,0.0704578384757042
1726540083.787841,12100,0.07029096782207489
1726540108.823496,12200,0.0701228529214859
1726540132.573645,12300,0.06995350867509842
1726540157.054283,12400,0.06978292018175125
1726540181.117922,12500,0.06961111724376678
1726540205.022284,12600,0.06943809241056442
1726540228.663378,12700,0.06926386058330536
1726540251.905896,12800,0.0690884217619896
1726540275.925457,12900,0.06891179084777832
1726540300.802652,13000,0.06873397529125214
1726540325.780947,13100,0.06855497509241104
1726540350.54927,13200,0.06837479770183563
1726540374.968336,13300,0.0681934505701065
1726540399.477723,13400,0.06801094859838486
1726540424.972606,13500,0.06782729923725128
1726540449.799858,13600,0.06764250248670578
1726540474.842479,13700,0.06745657324790955
1726540499.026986,13800,0.06726951152086258
1726540523.18821,13900,0.06708132475614548
1726540547.384315,14000,0.06689202785491943
1726540572.047457,14100,0.06670162826776505
1726540595.963683,14200,0.06651013344526291
1726540620.437427,14300,0.06631755083799362
1726540645.16817,14400,0.06612387299537659
1726540669.58543,14500,0.06592913717031479
1726540693.927111,14600,0.06573332846164703
1726540718.424811,14700,0.06553646177053452
1726540742.98383,14800,0.06533854454755783
1726540767.647104,14900,0.06513957679271698
1726540791.500197,15000,0.06493959575891495
1726540816.23125,15100,0.06473857164382935
1726540840.5578,15200,0.06453654170036316
1726540865.40263,15300,0.0643334910273552
1726540889.478878,15400,0.06412945687770844
1726540913.767497,15500,0.06392442435026169
1726540938.154058,15600,0.06371840089559555
1726540962.577646,15700,0.06351140886545181
1726540986.856182,15800,0.06330344825983047
1726541010.53418,15900,0.06309452652931213
1726541034.159532,16000,0.06288466602563858
1726541058.673119,16100,0.06267385184764862
1726541083.748002,16200,0.06246211752295494
1726541108.647233,16300,0.06224945932626724
1726541133.25525,16400,0.062035877257585526
1726541157.990505,16500,0.06182139366865158
1726541182.638415,16600,0.061606016010046005
1726541206.397675,16700,0.0613897405564785
1726541230.133422,16800,0.061172597110271454
1726541254.269122,16900,0.06095457822084427
1726541278.258453,17000,0.06073570251464844
1726541302.740131,17100,0.06051596626639366
1726541327.244544,17200,0.06029539555311203
1726541351.519225,17300,0.060073982924222946
1726541375.831136,17400,0.0598517507314682
1726541399.601921,17500,0.059628698974847794
1726541424.10902,17600,0.05940483883023262
1726541448.081861,17700,0.059180185198783875
1726541471.788321,17800,0.058954741805791855
1726541496.492249,17900,0.058728523552417755
1726541520.943271,18000,0.05850152671337128
1726541545.388277,18100,0.05827377736568451
1726541569.720845,18200,0.058045271784067154
1726541593.620384,18300,0.0578160285949707
1726541618.755084,18400,0.05758604779839516
1726541643.182094,18500,0.057355351746082306
1726541667.205534,18600,0.05712393671274185
1726541690.944451,18700,0.05689181759953499
1726541714.882003,18800,0.05665900185704231
1726541738.328518,18900,0.05642550438642502
1726541762.173113,19000,0.0561913326382637
1726541786.953704,19100,0.05595649778842926
1726541811.222774,19200,0.05572099983692169
1726541834.879145,19300,0.05548486113548279
1726541858.791716,19400,0.05524808168411255
1726541882.400397,19500,0.055010680109262466
1726541906.235207,19600,0.05477265641093254
1726541930.082514,19700,0.054534029215574265
1726541953.745013,19800,0.05429479852318764
1726541977.630184,19900,0.05405499413609505
1726542001.430503,20000,0.0538146011531353
1726542026.935939,20100,0.053573641926050186
1726542050.450949,20200,0.0533321239054203
1726542074.374621,20300,0.053090061992406845
1726542098.289311,20400,0.05284745991230011
1726542122.063248,20500,0.052604325115680695
1726542148.12101,20600,0.05236067622900009
1726542171.941995,20700,0.0521165207028389
1726542195.931361,20800,0.05187186971306801
1726542219.848181,20900,0.051626723259687424
1726542244.199295,21000,0.051381099969148636
1726542267.896435,21100,0.05113501474261284
1726542291.386771,21200,0.050888463854789734
1726542314.939447,21300,0.05064146965742111
1726542339.351487,21400,0.05039403960108757
1726542364.433914,21500,0.05014617741107941
1726542388.42938,21600,0.04989790916442871
1726542412.558133,21700,0.04964922368526459
1726542436.238541,21800,0.04940014332532883
1726542460.710196,21900,0.049150675535202026
1726542484.338782,22000,0.04890083521604538
1726542509.745015,22100,0.048650626093149185
1726542534.086752,22200,0.048400066792964935
1726542558.442083,22300,0.04814915731549263
1726542583.065209,22400,0.047897908836603165
1726542607.24825,22500,0.04764633998274803
1726542632.110743,22600,0.047394461929798126
1726542656.974868,22700,0.04714227095246315
1726542681.212896,22800,0.04688979685306549
1726542705.982851,22900,0.046637024730443954
1726542730.212221,23000,0.046383995562791824
1726542754.80781,23100,0.04613069072365761
1726542779.099128,23200,0.04587714001536369
1726542803.973128,23300,0.045623354613780975
1726542828.987094,23400,0.04536932334303856
1726542853.883619,23500,0.04511508345603943
1726542878.387487,23600,0.044860634952783585
1726542902.878861,23700,0.04460597410798073
1726542926.930505,23800,0.044351134449243546
1726542951.666166,23900,0.04409610480070114
1726542975.758811,24000,0.0438409224152565
1726542999.75312,24100,0.04358557239174843
1726543024.299328,24200,0.04333007335662842
1726543049.006799,24300,0.04307444021105766
1726543073.85717,24400,0.04281868040561676
1726543098.348599,24500,0.042562805116176605
1726543122.650401,24600,0.04230682924389839
1726543146.768271,24700,0.04205074533820152
1726543171.523435,24800,0.04179459065198898
1726543195.658305,24900,0.04153835028409958
1726543220.14842,25000,0.041282061487436295
1726543244.158997,25100,0.041025713086128235
1726543268.492043,25200,0.040769319981336594
1726543292.624837,25300,0.04051290079951286
1726543317.1813,25400,0.040256451815366745
1726543341.350074,25500,0.03999999538064003
1726543365.747941,25600,0.03974354267120361
1726543390.093402,25700,0.039487097412347794
1726543414.339285,25800,0.039230670779943466
1726543439.012717,25900,0.03897428512573242
1726543463.000445,26000,0.038717932999134064
1726543487.09912,26100,0.03846163675189018
1726543511.17526,26200,0.038205403834581375
1726543535.257006,26300,0.03794924169778824
1726543559.308848,26400,0.037693168967962265
1726543583.441972,26500,0.037437185645103455
1726543606.757389,26600,0.0371813140809536
1726543630.599988,26700,0.036925558000802994
1726543654.720885,26800,0.03666992112994194
1726543678.315241,26900,0.03641442954540253
1726543703.670092,27000,0.03615907207131386
1726543727.96716,27100,0.03590388596057892
1726543751.492252,27200,0.03564886376261711
1726543775.784526,27300,0.03539402037858963
1726543800.8975,27400,0.03513936325907707
1726543824.945221,27500,0.03488491103053093
1726543849.209125,27600,0.0346306636929512
1726543873.493513,27700,0.03437664359807968
1726543897.785236,27800,0.03412284702062607
1726543922.101052,27900,0.03386930003762245
1726543946.66123,28000,0.033615995198488235
1726543970.619997,28100,0.033362966030836105
1726543994.496181,28200,0.033110205084085464
1726544018.860585,28300,0.03285771608352661
1726544043.113911,28400,0.03260553628206253
1726544066.713129,28500,0.03235365450382233
1726544090.6666,28600,0.032102081924676895
1726544114.782183,28700,0.03185084089636803
1726544138.924532,28800,0.03159992769360542
1726544164.335026,28900,0.03134936839342117
1726544189.555024,29000,0.031099161133170128
