Wall time,Step,Value
1726361897.670628,100,0.029332701116800308
1726361915.583441,200,0.03199940174818039
1726361933.079644,300,0.03466609865427017
1726361950.312094,400,0.03733279928565025
1726361967.432968,500,0.039999499917030334
1726361984.551701,600,0.042666200548410416
1726362001.84475,700,0.0453329011797905
1726362019.208364,800,0.04799959808588028
1726362036.254211,900,0.05066630244255066
1726362053.402149,1000,0.05333299934864044
1726362070.313217,1100,0.05599969998002052
1726362087.194535,1200,0.058666400611400604
1726362104.542082,1300,0.061333101242780685
1726362121.707938,1400,0.06399980187416077
1726362138.83189,1500,0.06666649878025055
1726362155.798422,1600,0.06933319568634033
1726362173.293804,1700,0.07199990004301071
1726362190.652939,1800,0.07466660439968109
1726362207.722691,1900,0.07733330130577087
1726362224.834626,2000,0.07999999821186066
1726362242.426342,2100,0.07999914139509201
1726362259.230961,2200,0.07999657094478607
1726362276.25488,2300,0.07999228686094284
1726362293.563191,2400,0.07998629659414291
1726362310.528615,2500,0.0799785777926445
1726362327.280609,2600,0.07996915280818939
1726362344.325505,2700,0.07995802909135818
1726362361.475789,2800,0.07994518429040909
1726362378.37057,2900,0.0799306258559227
1726362394.699326,3000,0.07991436123847961
1726362414.841781,3100,0.07989637553691864
1726362431.747052,3200,0.07987669110298157
1726362448.610412,3300,0.0798553004860878
1726362465.139678,3400,0.07983219623565674
1726362482.771967,3500,0.07980738580226898
1726362499.762964,3600,0.07978086918592453
1726362516.658886,3700,0.07975265383720398
1726362533.566494,3800,0.07972273975610733
1726362550.677548,3900,0.07969111204147339
1726362567.849346,4000,0.07965779304504395
1726362584.781834,4100,0.0796227753162384
1726362601.567464,4200,0.07958605885505676
1726362618.367679,4300,0.07954764366149902
1726362635.585635,4400,0.07950752973556519
1726362652.925556,4500,0.07946573197841644
1726362669.924161,4600,0.0794222429394722
1726362687.054366,4700,0.07937705516815186
1726362704.08326,4800,0.0793301910161972
1726362721.265985,4900,0.07928164303302765
1726362738.36388,5000,0.07923141121864319
1726362756.135721,5100,0.07917949557304382
1726362773.96963,5200,0.07912590354681015
1726362791.594494,5300,0.07907063513994217
1726362808.592015,5400,0.07901369035243988
1726362826.076484,5500,0.07895507663488388
1726362843.33839,5600,0.07889479398727417
1726362860.657944,5700,0.07883284240961075
1726362878.265465,5800,0.07876923680305481
1726362896.626568,5900,0.07870396226644516
1726362914.834512,6000,0.078637033700943
1726362933.393819,6100,0.07856844365596771
1726362951.327045,6200,0.07849820703268051
1726362969.122394,6300,0.07842632383108139
1726362986.172324,6400,0.07835278660058975
1726363003.243997,6500,0.07827761769294739
1726363020.74964,6600,0.0782007947564125
1726363038.851005,6700,0.0781223475933075
1726363056.399729,6800,0.07804225385189056
1726363073.959161,6900,0.0779605433344841
1726363091.101404,7000,0.07787720859050751
1726363107.955982,7100,0.07779224216938019
1726363125.002568,7200,0.07770565897226334
1726363142.314434,7300,0.07761745899915695
1726363159.338743,7400,0.07752765715122223
1726363176.191917,7500,0.07743623852729797
1726363193.154972,7600,0.07734321057796478
1726363210.107441,7700,0.07724859565496445
1726363227.023958,7800,0.07715237885713577
1726363243.946646,7900,0.07705457508563995
1726363260.896641,8000,0.07695518434047699
1726363277.951438,8100,0.07685420662164688
1726363294.633833,8200,0.07675164192914963
1726363311.335648,8300,0.07664752006530762
1726363328.144658,8400,0.07654181867837906
1726363345.038848,8500,0.07643455266952515
1726363362.02909,8600,0.07632572203874588
1726363379.094866,8700,0.07621534168720245
1726363396.057846,8800,0.07610341161489487
1726363412.685857,8900,0.07598993182182312
1726363429.850429,9000,0.07587490975856781
1726363446.622092,9100,0.07575835287570953
1726363463.308672,9200,0.0756402537226677
1726363480.199294,9300,0.07552064210176468
1726363497.038519,9400,0.0753995031118393
1726363514.095898,9500,0.07527685165405273
1726363530.802897,9600,0.0751526802778244
1726363547.580839,9700,0.07502701133489609
1726363564.435169,9800,0.0748998373746872
1726363581.310049,9900,0.07477117329835892
1726363598.076768,10000,0.07464101910591125
1726363615.006782,10100,0.07450937479734421
1726363631.779663,10200,0.07437625527381897
1726363648.049931,10300,0.07424166798591614
1726363664.928721,10400,0.07410560548305511
1726363681.92904,10500,0.0739680826663971
1726363699.373234,10600,0.07382910698652267
1726363716.538909,10700,0.07368868589401245
1726363733.335058,10800,0.07354681938886642
1726363749.91217,10900,0.07340352237224579
1726363766.578421,11000,0.07325878739356995
1726363783.596187,11100,0.0731126219034195
1726363800.546015,11200,0.07296504825353622
1726363817.670416,11300,0.07281605899333954
1726363834.553365,11400,0.07266566157341003
1726363850.908778,11500,0.07251386344432831
1726363867.23482,11600,0.07236067950725555
1726363883.828773,11700,0.07220610231161118
1726363901.608621,11800,0.07205014675855637
1726363918.7787,11900,0.07189282029867172
1726363935.878824,12000,0.07173413038253784
1726363952.744451,12100,0.07157408446073532
1726363970.019366,12200,0.07141267508268356
1726363986.67573,12300,0.07124992460012436
1726364003.36417,12400,0.0710858404636383
1726364020.551003,12500,0.0709204152226448
1726364037.255179,12600,0.07075367122888565
1726364054.205288,12700,0.07058560848236084
1726364071.363442,12800,0.07041624188423157
1726364088.175075,12900,0.07024555653333664
1726364105.005443,13000,0.07007359713315964
1726364122.358171,13100,0.06990032643079758
1726364139.501827,13200,0.06972578912973404
1726364156.423425,13300,0.06954997777938843
1726364173.78948,13400,0.06937289983034134
1726364190.887969,13500,0.06919456273317337
1726364208.052118,13600,0.06901497393846512
1726364225.259298,13700,0.06883414089679718
1726364242.597543,13800,0.06865207850933075
1726364259.979293,13900,0.06846878677606583
1726364277.056904,14000,0.06828427314758301
1726364294.739523,14100,0.06809854507446289
1726364311.651954,14200,0.06791161745786667
1726364328.822917,14300,0.06772349029779434
1726364346.030877,14400,0.0675341784954071
1726364363.126363,14500,0.06734368950128555
1726364380.320275,14600,0.06715202331542969
1726364397.719028,14700,0.0669592022895813
1726364414.930129,14800,0.06676521897315979
1726364432.072495,14900,0.06657009571790695
1726364449.02419,15000,0.06637382507324219
1726364465.978535,15100,0.06617643684148788
1726364483.16108,15200,0.06597792357206345
1726364499.92907,15300,0.06577829271554947
1726364516.614144,15400,0.06557755917310715
1726364533.489755,15500,0.06537573039531708
1726364550.252212,15600,0.06517281383275986
1726364567.212907,15700,0.06496881693601608
1726364583.951484,15800,0.06476375460624695
1726364600.920776,15900,0.06455763429403305
1726364617.813077,16000,0.06435045599937439
1726364635.064332,16100,0.06414223462343216
1726364651.705435,16200,0.06393297761678696
1726364668.48684,16300,0.06372270733118057
1726364685.404429,16400,0.06351140886545181
1726364702.456519,16500,0.06329910457134247
1726364718.820433,16600,0.06308580189943314
1726364735.514584,16700,0.06287151575088501
1726364752.049052,16800,0.06265624612569809
1726364769.056206,16900,0.06244000792503357
1726364785.716257,17000,0.06222280487418175
1726364802.864802,17100,0.06200465187430382
1726364819.721712,17200,0.061785560101270676
1726364836.639726,17300,0.06156552955508232
1726364853.548645,17400,0.06134457886219025
1726364870.43809,17500,0.06112271174788475
1726364886.926979,17600,0.06089993938803673
1726364904.124893,17700,0.060676272958517075
1726364921.704958,17800,0.060451727360486984
1726364938.843559,17900,0.06022629141807556
1726364956.268357,18000,0.05999999865889549
1726364973.968972,18100,0.05977284163236618
1726364990.961823,18200,0.059544846415519714
1726365007.521194,18300,0.059316009283065796
1726365024.908774,18400,0.05908634886145592
1726365042.083407,18500,0.05885586515069008
1726365059.077064,18600,0.05862458050251007
1726365076.370083,18700,0.058392494916915894
1726365093.457374,18800,0.05815962329506874
1726365110.629547,18900,0.05792596563696861
1726365127.382575,19000,0.0576915442943573
1726365145.011929,19100,0.0574563667178154
1726365162.10644,19200,0.05722044035792351
1726365178.974893,19300,0.05698378011584282
1726365195.783144,19400,0.056746385991573334
1726365212.576849,19500,0.05650828406214714
1726365229.955488,19600,0.056269463151693344
1726365247.132987,19700,0.05602995306253433
1726365263.79332,19800,0.055789750069379807
1726365280.750264,19900,0.05554887652397156
1726365297.864149,20000,0.05530733987689018
1726365314.93198,20100,0.05506514012813568
1726365331.756014,20200,0.054822295904159546
1726365349.08662,20300,0.05457881838083267
1726365366.352267,20400,0.05433471500873566
1726365383.117093,20500,0.054089996963739395
1726365399.891237,20600,0.05384467914700508
1726365417.107177,20700,0.05359876528382301
1726365434.576607,20800,0.053352270275354385
1726365452.397978,20900,0.05310520529747009
1726365469.155272,21000,0.05285757780075073
1726365486.57399,21100,0.0526093952357769
1726365503.830523,21200,0.05236067622900009
1726365521.056761,21300,0.0521114282310009
1726365538.126725,21400,0.05186166614294052
1726365555.482634,21500,0.05161138251423836
1726365572.63993,21600,0.051360614597797394
1726365589.915996,21700,0.051109351217746735
1726365606.571656,21800,0.05085761472582817
1726365623.771361,21900,0.0506054162979126
1726365641.325193,22000,0.050352759659290314
1726365658.299291,22100,0.050099655985832214
1726365675.229106,22200,0.04984612762928009
1726365692.776621,22300,0.04959217831492424
1726365711.304966,22400,0.04933781176805496
1726365728.680207,22500,0.04908305034041405
1726365745.686694,22600,0.048827894032001495
1726365762.647637,22700,0.0485723614692688
1726365779.491468,22800,0.04831646382808685
1726365796.682556,22900,0.04806021228432655
1726365813.946794,23000,0.0478036105632782
1726365830.870468,23100,0.04754667729139328
1726365848.002843,23200,0.047289419919252396
1726365865.249717,23300,0.04703184962272644
1726365882.341172,23400,0.04677397757768631
1726365899.146807,23500,0.0465158149600029
1726365916.104678,23600,0.0462573766708374
1726365932.850908,23700,0.04599866643548012
1726365949.756296,23800,0.04573970288038254
1726365966.445633,23900,0.04548048973083496
1726365983.23785,24000,0.04522104188799858
1726365999.836083,24100,0.04496137052774429
1726366016.495481,24200,0.04470149427652359
1726366033.633876,24300,0.04444141313433647
1726366050.326948,24400,0.044181134551763535
1726366066.909327,24500,0.04392068460583687
1726366084.228773,24600,0.04366006702184677
1726366101.143716,24700,0.04339928552508354
1726366117.773284,24800,0.04313835874199867
1726366134.532457,24900,0.04287730157375336
1726366151.838246,25000,0.04261612147092819
1726366169.18982,25100,0.042354829609394073
1726366186.217613,25200,0.0420934334397316
1726366203.240283,25300,0.04183195158839226
1726366220.209813,25400,0.04157038778066635
1726366237.306125,25500,0.04130876436829567
1726366254.620833,25600,0.04104708135128021
1726366271.587559,25700,0.04078534618020058
1726366288.480014,25800,0.04052358493208885
1726366305.337897,25900,0.04026179388165474
1726366322.518991,26000,0.03999999538064003
1726366339.579296,26100,0.03973820060491562
1726366356.437005,26200,0.039476413279771805
1726366373.610907,26300,0.03921464830636978
1726366391.081903,26400,0.03895292058587074
1726366408.114111,26500,0.03869123011827469
1726366425.110086,26600,0.03842960670590401
1726366442.265397,26700,0.0381680391728878
1726366459.60415,26800,0.03790655732154846
1726366476.945524,26900,0.03764516860246658
1726366493.917376,27000,0.037383873015642166
1726366511.270609,27100,0.037122692912817
1726366528.197329,27200,0.03686163201928139
1726366545.21397,27300,0.036600708961486816
1726366562.559977,27400,0.036339934915304184
1726366579.189189,27500,0.03607930988073349
1726366595.885773,27600,0.035818859934806824
1726366612.768282,27700,0.035558585077524185
1726366629.972336,27800,0.03529850021004677
1726366646.91981,27900,0.03503861650824547
1726366663.518002,28000,0.03477894887328148
1726366680.494665,28100,0.0345195010304451
1726366697.47596,28200,0.03426029533147812
1726366714.832347,28300,0.03400132805109024
1726366732.017419,28400,0.033742621541023254
1726366749.464737,28500,0.03348417580127716
1726366766.597852,28600,0.03322601690888405
1726366783.667966,28700,0.032968148589134216
1726366800.678592,28800,0.03271057456731796
1726366817.429292,28900,0.03245332092046738
1726366834.45868,29000,0.03219638392329216
1726366851.324489,29100,0.031939782202243805
1726366868.299948,29200,0.031683530658483505
1726366885.502188,29300,0.03142762929201126
1726366902.693438,29400,0.031172098591923714
1726366919.78784,29500,0.030916951596736908
1726366936.817932,29600,0.030662182718515396
1726366953.80673,29700,0.030407821759581566
1726366971.108557,29800,0.03015386499464512
1726366988.498655,29900,0.029900334775447845
1726367005.935977,30000,0.029647240415215492
1726367023.246666,30100,0.02939457818865776
1726367040.513211,30200,0.029142379760742188
1726367057.439277,30300,0.028890643268823624
1726367074.861816,30400,0.028639381751418114
1726367092.102518,30500,0.028388611972332
